detailedaddress,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,grade_13,prefecture_id,prefecture_name,county_id,county_name,township_id,township_name,addresslevel,id,name,road_id,road_name,village_id,village_name,block_id,block_name,building_id,building_name,unit_id,unit_name,floor_id,floor_name,door_id,door_name,名字,对错,描述,类型
杭州市淳安县千岛湖镇南山一路紫荆花园16幢1单元1楼102,nan,杭州市,淳安县,千岛湖镇,,南山一路,,紫荆花园\N,,16幢,1单元,1楼,102,2,杭州市,23,淳安县,144,千岛湖镇,7,45533694,102,2201776,南山一路,45533137,紫荆花园,\N,\N,45533690,16幢,45533691,1单元,45533692,1楼,45533694,102,郑涵睿,正确,,
杭州市淳安县威坪镇杨家畈村杨家畈自然村王飞,nan,杭州市,淳安县,威坪镇,杨家畈村, ,,杨家畈自然村 \N,,,,\N,\N\N王飞,2,杭州市,23,淳安县,148,威坪镇,7,109050802,王飞,17649,杨家畈村,109047621,杨家畈自然村,\N,\N,\N,\N,\N,\N,\N,\N,109050802,王飞,郑涵睿,正确,,
杭州市淳安县千岛湖镇新安大街1-6号1楼,nan,杭州市,淳安县,千岛湖镇,,新安大街,,\N,,\N,,1楼, ,2,杭州市,23,淳安县,144,千岛湖镇,6,100213575,1楼,17055,新安大街,91633453,1-6号,\N,\N,\N,\N,\N,\N,100213575,1楼,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇新安东路东庄新村19幢2单元8楼803,nan,杭州市,淳安县,千岛湖镇,,新安东路,,东庄新村 \N,,19幢,2单元,8楼,803,2,杭州市,23,淳安县,144,千岛湖镇,7,81964756,803,17059,新安东路,81963427,东庄新村,\N,\N,81964691,19幢,81964726,2单元,81964734,8楼,81964756,803,郑涵睿,正确,,
杭州市淳安县千岛湖镇南景路绿园新村48幢2单元307,nan,杭州市,淳安县,千岛湖镇,,南景路,,绿园新村 \N,,48幢,2单元,\N,307,2,杭州市,23,淳安县,144,千岛湖镇,7,52709172,307,17483984,南景路,17483985,绿园新村,\N,\N,52708575,48幢,52709164,2单元,\N,\N,52709172,307,郑涵睿,正确,,
杭州市淳安县千岛湖镇曙光路66号杭州千岛湖野娇娇食品有限公司进大门第二排左楼1F,nan,杭州市,淳安县,千岛湖镇,,曙光路,,杭州千岛湖野娇娇食品有限公司,,进大门二排左楼,,1F, \N\N,2,杭州市,23,淳安县,144,千岛湖镇,6,77333623,1F,2201761,曙光路,76744113,66号,77333608,杭州千岛湖野娇娇食品有限公司,77333622,进大门第二排左楼,\N,\N,77333623,1F,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇马路村建材市场8幢1楼104室,nan,杭州市,淳安县,千岛湖镇,马路村, ,,\N建材市场,,,,1楼\N,\N104室,2,杭州市,23,淳安县,144,千岛湖镇,7,33012147,104室,18300,马路村,\N,\N,32222437,建材市场,33012143,8幢1楼,\N,\N,\N,\N,33012147,104室,郑涵睿,正确,,
杭州市淳安县千岛湖镇南山一路102号,nan,杭州市,淳安县,千岛湖镇,,南山一路,,\N,,\N,,\N, ,2,杭州市,23,淳安县,144,千岛湖镇,2,76723587,102号,2201776,南山一路,76723587,102号,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇新安北路千岛湖度假公寓10幢1001,nan,杭州市,淳安县,千岛湖镇,,新安北路,,\N千岛湖度假公寓,,10幢,,\N,\N1001,2,杭州市,23,淳安县,144,千岛湖镇,7,47291024,1001,17053,新安北路,\N,\N,47594362,千岛湖度假公寓,47290999,10幢,\N,\N,\N,\N,47291024,1001,郑涵睿,正确,,
杭州市淳安县汾口镇淳杨线郑家村36号,nan,杭州市,淳安县,汾口镇,,淳杨线,,郑家村 \N,,36号,,\N,\N\N,2,杭州市,23,淳安县,133,汾口镇,4,2524310,36号,69226029,淳杨线,69226030,郑家村,\N,\N,2524310,36号,\N,\N,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县临岐镇仰韩村仰韩自然村96-1号（集团高价值）,nan,杭州市,淳安县,临岐镇,仰韩村, ,,仰韩自然村 \N,,1号,,,96-\N（集团高价值）\N,2,杭州市,23,淳安县,5146,临岐镇,6,106708801,（集团高价值）,56804832,仰韩村,98372053,仰韩自然村,\N,\N,98372778,96-1号,\N,\N,106708801,（集团高价值）,\N,\N,郑涵睿,错误,building_name回填错误,算法待优化
杭州市淳安县千岛湖镇坪山路206号工业园员工之家,nan,杭州市,淳安县,千岛湖镇,,坪山路,,工业园,,员工之家,,\N, \N\N,2,杭州市,23,淳安县,144,千岛湖镇,4,83658215,员工之家,29990345,坪山路,46018326,206号,83658061,工业园,83658215,员工之家,\N,\N,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇阳光路清波花园27幢1单元2楼,nan,杭州市,淳安县,千岛湖镇,,阳光路,,清波花园\N,,27幢,1单元,2楼,\N,2,杭州市,23,淳安县,144,千岛湖镇,6,51034878,2楼,17063,阳光路,15665754,清波花园,\N,\N,51034855,27幢,51034875,1单元,51034878,2楼,\N,\N,郑涵睿,正确,,
杭州市淳安县枫树岭镇铜山村余村34号旁外墙上,nan,杭州市,淳安县,枫树岭镇,铜山村, ,,余村 \N,,34号,,\N,\N旁外墙上,2,杭州市,23,淳安县,134,枫树岭镇,7,104732086,旁外墙上,8410517,铜山村,104732006,余村,\N,\N,104732085,34号,\N,\N,\N,\N,104732086,旁外墙上,郑涵睿,正确,,
杭州市淳安县千岛湖镇阳光路204号商住楼2F未覆盖,nan,杭州市,淳安县,千岛湖镇,,阳光路,,商住楼,,\N,,2F, 未覆盖,2,杭州市,23,淳安县,144,千岛湖镇,7,76716216,未覆盖,17063,阳光路,76716127,204号,76716212,商住楼,\N,\N,\N,\N,76716214,2F,76716216,未覆盖,郑涵睿,正确,,
杭州市淳安县千岛湖镇望湖社区茶苑小区9幢1单元6楼601（集团高价值）,nan,杭州市,淳安县,千岛湖镇,望湖社区, ,,茶苑小区 \N,,9幢,1单元,6楼,601（集团高价值）,2,杭州市,23,淳安县,144,千岛湖镇,7,107480724,601（集团高价值）,2526157,望湖社区,63536591,茶苑小区,\N,\N,63538126,9幢,63538127,1单元,63538161,6楼,107480724,601（集团高价值）,郑涵睿,正确,,
杭州市淳安县千岛湖镇涌金路丰家山三期15幢1单元3楼302室,nan,杭州市,淳安县,千岛湖镇,,涌金路,,丰家山,3期,15幢,1单元,3楼,302室,2,杭州市,23,淳安县,144,千岛湖镇,7,61356254,302室,39288295,涌金路,39988860,丰家山,61294775,三期,61297194,15幢,61297222,1单元,61356252,3楼,61356254,302室,郑涵睿,正确,,
杭州市淳安县汾口镇杨翠路杨翠路小区16号302,nan,杭州市,淳安县,汾口镇,,杨翠路,16号,杨翠路小区 \N,,16号,,\N,\N302,2,杭州市,23,淳安县,133,汾口镇,7,60886651,302,8013321,杨翠路,60883086,杨翠路小区,\N,\N,60883314,16号,\N,\N,\N,\N,60886651,302,郑涵睿,正确,,
杭州市淳安县临岐镇临黑线,nan,杭州市,淳安县,临岐镇,,临黑线,,\N\N,,\N,,\N,,2,杭州市,23,淳安县,5146,临岐镇,1,100122324,临黑线,100122324,临黑线,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇火炉尖社区人民路小区8号1单元2楼,nan,杭州市,淳安县,千岛湖镇,火炉尖社区, ,,人民路小区 \N,,8号,1单元,2楼,\N,2,杭州市,23,淳安县,144,千岛湖镇,6,121385470,2楼,2525867,火炉尖社区,121383487,人民路小区,\N,\N,121384255,8号,121384260,1单元,121385470,2楼,\N,\N,郑涵睿,正确,,
杭州市淳安县汾口镇凤华街12号商住楼3幢1单元3F,nan,杭州市,淳安县,汾口镇,,凤华街,,商住楼,,3幢,1单元,3F, \N,2,杭州市,23,淳安县,133,汾口镇,6,77372314,3F,25757561,凤华街,77372149,12号,77372150,商住楼,77372310,3幢,77372311,1单元,77372314,3F,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇望湖社区茶苑小区18幢2单元3楼,nan,杭州市,淳安县,千岛湖镇,望湖社区, ,,茶苑小区 \N,,18幢,2单元,3楼,\N,2,杭州市,23,淳安县,144,千岛湖镇,6,63537795,3楼,2526157,望湖社区,63536591,茶苑小区,\N,\N,63537701,18幢,63537784,2单元,63537795,3楼,\N,\N,郑涵睿,正确,,
杭州市淳安县安阳乡淳杨线天香华庭小区二期1号楼1-1号,nan,杭州市,淳安县,安阳乡,,淳杨线,,天香华庭小区 ,2期,1幢,,\N,1-1号\N,2,杭州市,23,淳安县,130,安阳乡,5,95646097,1-1号,69092629,淳杨线,95646081,天香华庭小区,95646082,二期,95646096,1号楼,95646097,1-1号,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县梓桐镇尹山村联爱自然村严国灶,nan,杭州市,淳安县,梓桐镇,尹山村, ,,联爱自然村 \N,,,,\N,\N\N严国灶,2,杭州市,23,淳安县,153,梓桐镇,7,98206320,严国灶,56804485,尹山村,98205006,联爱自然村,\N,\N,\N,\N,\N,\N,\N,\N,98206320,严国灶,郑涵睿,正确,,
杭州市淳安县瑶山乡琅洞村琅洞村自然村26号1楼（集团高价值）,nan,杭州市,淳安县,瑶山乡,琅洞村, ,,琅洞村自然村 \N,,26号,,1楼,\N（集团高价值）,2,杭州市,23,淳安县,150,瑶山乡,7,106628703,（集团高价值）,17417,琅洞村,83119875,琅洞村自然村,\N,\N,83123704,26号,\N,\N,83123705,1楼,106628703,（集团高价值）,郑涵睿,正确,,
杭州市淳安县中洲镇中洲村中洲镇农作合作信用联社3F,nan,杭州市,淳安县,中洲镇,中洲村, ,,\N中洲镇农作合作信用联社,,,,3F,\N\N\N,2,杭州市,23,淳安县,152,中洲镇,6,97184282,3F,8855618,中洲村,\N,\N,97173795,中洲镇农作合作信用联社,\N,\N,\N,\N,97184282,3F,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇新安北路初阳小区4幢3单元605室,nan,杭州市,淳安县,千岛湖镇,,新安北路,,初阳小区 \N,,4幢,3单元,\N,605室,2,杭州市,23,淳安县,144,千岛湖镇,7,478099,605室,17053,新安北路,140696,初阳小区,\N,\N,477763,4幢,477764,3单元,\N,\N,478099,605室,郑涵睿,正确,,
杭州市淳安县千岛湖镇龙门路169号五单元609室,nan,杭州市,淳安县,千岛湖镇,,龙门路,169号,\N\N,,169号,,\N,609室\N\N,2,杭州市,23,淳安县,144,千岛湖镇,4,8932520,169号五单元609室,140602,龙门路,\N,\N,\N,\N,8932520,169号五单元609室,\N,\N,\N,\N,\N,\N,郑涵睿,错误,building_name回填错误且消失,算法待优化
杭州市淳安县文昌镇西河村西河自然村206号,nan,杭州市,淳安县,文昌镇,西河村, ,,西河自然村 \N,,206号,,\N,\N\N,2,杭州市,23,淳安县,149,文昌镇,4,71886422,206号,20195,西河村,71885769,西河自然村,\N,\N,71886422,206号,\N,\N,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县王阜乡山川村基督教堂墙上,nan,杭州市,淳安县,王阜乡,山川村, ,,\N基督教堂,,,,\N,\N\N墙上,2,杭州市,23,淳安县,147,王阜乡,7,89248918,墙上,66534476,山川村,\N,\N,89248917,基督教堂,\N,\N,\N,\N,\N,\N,89248918,墙上,郑涵睿,正确,,
杭州市淳安县汾口镇荷塘村卢家塘村72号,nan,杭州市,淳安县,汾口镇,荷塘村, ,,卢家塘村 \N,,72号,,\N,\N\N,2,杭州市,23,淳安县,133,汾口镇,4,80687129,72号,56804749,荷塘村,80543479,卢家塘村,\N,\N,80687129,72号,\N,\N,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇云山村9号201室,nan,杭州市,淳安县,千岛湖镇,云山村, ,,\N\N,,9号,,\N,\N201室,2,杭州市,23,淳安县,144,千岛湖镇,7,25675637,201室,25675093,云山村,\N,\N,\N,\N,25675617,9号,\N,\N,\N,\N,25675637,201室,郑涵睿,正确,,
杭州市淳安县千岛湖镇新安北路15-12号1F,nan,杭州市,淳安县,千岛湖镇,,新安北路,,\N,,\N,,1F, ,2,杭州市,23,淳安县,144,千岛湖镇,6,71527062,1F,17053,新安北路,71527061,15-12号,\N,\N,\N,\N,\N,\N,71527062,1F,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇睦州大道东方海岸2幢1单元10楼,nan,杭州市,淳安县,千岛湖镇,,睦州大道,,东方海岸\N,,2幢,1单元,10楼,\N,2,杭州市,23,淳安县,144,千岛湖镇,6,91521810,10楼,40575632,睦州大道,71881372,东方海岸,\N,\N,91514442,2幢,91514443,1单元,91521810,10楼,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇环湖北路知丰路14幢1单元202,nan,杭州市,淳安县,千岛湖镇,,环湖北路知丰路,,\N,,14幢,1单元,\N,202,2,杭州市,23,淳安县,144,千岛湖镇,7,42215952,202,8693848,环湖北路,\N,\N,42187677,知丰路,42215937,14幢,42215938,1单元,\N,\N,42215952,202,郑涵睿,正确,,
杭州市淳安县千岛湖镇排岭南路25号淳安公安局交通警察大队城区中队1F,nan,杭州市,淳安县,千岛湖镇,,排岭南路,,淳安公安局交通警察大队城区中队,,\N,,1F, ,2,杭州市,23,淳安县,144,千岛湖镇,6,76732495,1F,17066,排岭南路,32294653,25号,76732494,淳安公安局交通警察大队城区中队,\N,\N,\N,\N,76732495,1F,\N,\N,郑涵睿,正确,,
杭州市淳安县汾口镇水南路169号1F,nan,杭州市,淳安县,汾口镇,,水南路,,\N,,\N,,1F, ,2,杭州市,23,淳安县,133,汾口镇,6,77373420,1F,2524269,水南路,77373419,169号,\N,\N,\N,\N,\N,\N,77373420,1F,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇睦州大道517-55号店面,nan,杭州市,淳安县,千岛湖镇,,睦州大道,55号,\N517-,,\N,,\N,店面,2,杭州市,23,淳安县,144,千岛湖镇,7,72653913,店面,40575632,睦州大道,\N,\N,72653912,517-55号,\N,\N,\N,\N,\N,\N,72653913,店面,郑涵睿,正确,,
杭州市淳安县千岛湖镇新安北路67-3号1F,nan,杭州市,淳安县,千岛湖镇,,新安北路,,\N,,\N,,1F, ,2,杭州市,23,淳安县,144,千岛湖镇,6,71527601,1F,17053,新安北路,71527600,67-3号,\N,\N,\N,\N,\N,\N,71527601,1F,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇南山大街南苑新村15幢2单元304室,nan,杭州市,淳安县,千岛湖镇,,南山大街,,南苑新村 \N,,15幢,2单元,\N,304室,2,杭州市,23,淳安县,144,千岛湖镇,7,1676680,304室,17061,南山大街,17062,南苑新村,\N,\N,1676162,15幢,1676176,2单元,\N,\N,1676680,304室,郑涵睿,正确,,
杭州市淳安县千岛湖镇涌金路18-15号1F未覆盖,nan,杭州市,淳安县,千岛湖镇,,涌金路,,\N,,\N,,1F, 未覆盖,2,杭州市,23,淳安县,144,千岛湖镇,7,76545322,未覆盖,39288295,涌金路,76545320,18-15号,\N,\N,\N,\N,\N,\N,76545321,1F,76545322,未覆盖,郑涵睿,正确,,
杭州市淳安县文昌镇文昌路8号商务楼-1F,nan,杭州市,淳安县,文昌镇,,文昌路,,商务楼,,\N,,-1F, ,2,杭州市,23,淳安县,149,文昌镇,6,111655920,-1F,111655785,文昌路,111655875,8号,111655919,商务楼,\N,\N,\N,\N,111655920,-1F,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇龙门路茶厂安置小区茶厂安置小区28#楼13楼11F-16F,nan,杭州市,淳安县,千岛湖镇,,龙门路,,茶厂安置小区 \N,,\N,,\N,茶厂安置小区28#楼13楼11F-16F,2,杭州市,23,淳安县,144,千岛湖镇,7,38723259,茶厂安置小区28#楼13楼11F-16F,140602,龙门路,38722930,茶厂安置小区,\N,\N,\N,\N,\N,\N,\N,\N,38723259,茶厂安置小区28#楼13楼11F-16F,郑涵睿,错误,door_name回填grade_13错误,算法待优化
杭州市淳安县姜家镇银峰村银峰二村159号,nan,杭州市,淳安县,姜家镇,银峰村, ,,银峰二村 \N,,159号,,\N,\N\N,2,杭州市,23,淳安县,136,姜家镇,4,66095778,159号,56804488,银峰村,66095710,银峰二村,\N,\N,66095778,159号,\N,\N,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县汾口镇红星村汾口镇小区21幢3单元301室,nan,杭州市,淳安县,汾口镇,红星村, ,,汾口镇小区 \N,,,3单元,\N,301室,2,杭州市,23,淳安县,133,汾口镇,7,478934,301室,17879,红星村,140163,汾口镇小区,\N,\N,477110,21幢,478929,3单元,\N,\N,478934,301室,郑涵睿,正确,,
杭州市淳安县千岛湖镇行岗路16幢2单元406,nan,杭州市,淳安县,千岛湖镇,,行岗路,,\N\N,,16幢,2单元,\N,406,2,杭州市,23,淳安县,144,千岛湖镇,7,47542322,406,9688000,行岗路,\N,\N,\N,\N,47005088,16幢,47005089,2单元,\N,\N,47542322,406,郑涵睿,正确,,
杭州市淳安县姜家镇银峰路3幢2单元503,nan,杭州市,淳安县,姜家镇,,银峰路,,\N\N,,3幢,2单元,\N,503,2,杭州市,23,淳安县,136,姜家镇,7,52569276,503,33459120,银峰路,\N,\N,\N,\N,52569228,3幢,52569265,2单元,\N,\N,52569276,503,郑涵睿,正确,,
杭州市淳安县千岛湖镇睦州大道六合浅山7幢4楼401室（集团高价值）,nan,杭州市,淳安县,千岛湖镇,,睦州大道,,六合浅山\N,,7幢,,4楼,\N401室（集团高价值）,2,杭州市,23,淳安县,144,千岛湖镇,7,123358851,401室（集团高价值）,40575632,睦州大道,122941390,六合浅山,\N,\N,123357424,7幢,\N,\N,123358850,4楼,123358851,401室（集团高价值）,郑涵睿,正确,,
杭州市淳安县千岛湖镇阳光路金色阳光41幢1单元1楼1701室（集团高价值）,nan,杭州市,淳安县,千岛湖镇,,阳光路,,金色阳光\N,,41幢,1单元,1楼,1701室（集团高价值）,2,杭州市,23,淳安县,144,千岛湖镇,7,106604499,1701室（集团高价值）,17063,阳光路,28121157,金色阳光,\N,\N,58668952,41幢,58668953,1单元,58671218,1楼,106604499,1701室（集团高价值）,郑涵睿,正确,,
杭州市淳安县姜家镇姜家村姜家自然村新农居点4幢2单元2楼203室,nan,杭州市,淳安县,姜家镇,姜家村, ,,姜家自然村 新农居点,,,2单元,2楼,203室,2,杭州市,23,淳安县,136,姜家镇,7,122266165,203室,56141898,姜家村,96757087,姜家自然村,122265791,新农居点,122266077,4幢,122266134,2单元,122266161,2楼,122266165,203室,郑涵睿,正确,,
杭州市淳安县千岛湖镇排岭南路火炉尖社区39幢2单元104,nan,杭州市,淳安县,千岛湖镇,,排岭南路,,火炉尖社区\N,,39幢,2单元,\N,104,2,杭州市,23,淳安县,144,千岛湖镇,7,41426230,104,17066,排岭南路,4121152,火炉尖社区,\N,\N,41424913,39幢,41426204,2单元,\N,\N,41426230,104,郑涵睿,正确,,
杭州市淳安县王阜乡何坪村何包山自然村85号,nan,杭州市,淳安县,王阜乡,何坪村, ,,何包山自然村 \N,,85号,,\N,\N\N,2,杭州市,23,淳安县,147,王阜乡,4,102945385,85号,56805572,何坪村,102945373,何包山自然村,\N,\N,102945385,85号,\N,\N,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇南苑社区南苑新村14幢3单元605室,nan,杭州市,淳安县,千岛湖镇,南苑社区, ,,南苑新村 \N,,14幢,3单元,\N,605室,2,杭州市,23,淳安县,144,千岛湖镇,7,5534598,605室,2384829,南苑社区,5533689,南苑新村,\N,\N,5534528,14幢,5534580,3单元,\N,\N,5534598,605室,郑涵睿,正确,,
杭州市淳安县千岛湖镇望湖社区龙门路60弄16号504室,nan,杭州市,淳安县,千岛湖镇,望湖社区, 龙门路60弄,16号,\N,,,,\N,504室,2,杭州市,23,淳安县,144,千岛湖镇,7,5547629,504室,2526157,望湖社区,\N,\N,7311754,龙门路,5541566,60弄,5543821,16号,\N,\N,5547629,504室,郑涵睿,正确,,
杭州市淳安县千岛湖镇新安大街千岛碧云天小区商住楼1-13号2F未覆盖,nan,杭州市,淳安县,千岛湖镇,,新安大街,13号,千岛碧云天小区 商住楼,,1-13号,,2F,1-\N未覆盖,2,杭州市,23,淳安县,144,千岛湖镇,7,81304598,未覆盖,17055,新安大街,22261823,千岛碧云天小区,81301480,商住楼,81304596,1-13号,\N,\N,81304597,2F,81304598,未覆盖,郑涵睿,错误,building_name回填错误,算法待优化
杭州市淳安县中洲镇畹墅村21幢2单元504室,nan,杭州市,淳安县,中洲镇,畹墅村, ,,\N\N,,,2单元,\N,504室,2,杭州市,23,淳安县,152,中洲镇,7,33087403,504室,76950327,畹墅村,\N,\N,\N,\N,33087299,21幢,33087356,2单元,\N,\N,33087403,504室,郑涵睿,正确,,
杭州市淳安县千岛湖镇康盛路康盛花园3幢3单元406室,nan,杭州市,淳安县,千岛湖镇,,康盛路,,康盛花园\N,,3幢,3单元,\N,406室,2,杭州市,23,淳安县,144,千岛湖镇,7,60774139,406室,32906313,康盛路,54950298,康盛花园,\N,\N,60737742,3幢,60738981,3单元,\N,\N,60774139,406室,郑涵睿,正确,,
杭州市淳安县姜家镇狮城路63号,nan,杭州市,淳安县,姜家镇,,狮城路,,\N,,\N,,\N, ,2,杭州市,23,淳安县,136,姜家镇,2,61261931,63号,23519910,狮城路,61261931,63号,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇南苑社区佳逸公寓12幢1单元3楼301室,nan,杭州市,淳安县,千岛湖镇,南苑社区, ,,佳逸公寓\N,,12幢,1单元,3楼,301室,2,杭州市,23,淳安县,144,千岛湖镇,7,44879741,301室,2384829,南苑社区,13139525,佳逸公寓,\N,\N,13139631,12幢,13139649,1单元,44879740,3楼,44879741,301室,郑涵睿,正确,,
杭州市淳安县千岛湖镇新安北路新安北路小区37号4单元1楼,nan,杭州市,淳安县,千岛湖镇,,新安北路,37号,新安北路小区 \N,,37号,4单元,1楼,\N,2,杭州市,23,淳安县,144,千岛湖镇,6,122287140,1楼,17053,新安北路,60996924,新安北路小区,\N,\N,122286319,37号,122287139,4单元,122287140,1楼,\N,\N,郑涵睿,正确,,
杭州市淳安县瑶山乡何家村1楼何家44号,nan,杭州市,淳安县,瑶山乡,何家村, ,,\N\N,,44号,,1楼,\N\N何家,2,杭州市,23,淳安县,150,瑶山乡,7,39994144,何家44号,17423,何家村,\N,\N,\N,\N,\N,\N,\N,\N,39993458,1楼,39994144,何家44号,郑涵睿,正确,,
杭州市淳安县王阜乡管家村管家自然村61号,nan,杭州市,淳安县,王阜乡,管家村, ,,管家自然村 \N,,61号,,\N,\N\N,2,杭州市,23,淳安县,147,王阜乡,4,103939505,61号,56805605,管家村,103287931,管家自然村,\N,\N,103939505,61号,\N,\N,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇环湖北路玉兰花园3幢1单元10楼1003室,nan,杭州市,淳安县,千岛湖镇,,环湖北路,,玉兰花园\N,,3幢,1单元,10楼,1003室,2,杭州市,23,淳安县,144,千岛湖镇,7,72723535,1003室,8693848,环湖北路,65339101,玉兰花园,\N,\N,72710767,3幢,72710768,1单元,72723532,10楼,72723535,1003室,郑涵睿,正确,,
杭州市淳安县姜家镇银峰村端波村洪德生-1,nan,杭州市,淳安县,姜家镇,银峰村, ,,端波村 \N,,,,\N,\N\N洪德生-1,2,杭州市,23,淳安县,136,姜家镇,7,66116105,洪德生-1,56804488,银峰村,66115972,端波村,\N,\N,\N,\N,\N,\N,\N,\N,66116105,洪德生-1,郑涵睿,正确,,
杭州市淳安县梓桐镇程家源村程家源自然村叶发贵,nan,杭州市,淳安县,梓桐镇,程家源村, ,,程家源自然村 \N,,,,\N,\N\N叶发贵,2,杭州市,23,淳安县,153,梓桐镇,7,98204972,叶发贵,7928448,程家源村,98204948,程家源自然村,\N,\N,\N,\N,\N,\N,\N,\N,98204972,叶发贵,郑涵睿,正确,,
杭州市淳安县梓桐镇程家源村石门塘自然村75号,nan,杭州市,淳安县,梓桐镇,程家源村, ,,石门塘自然村 \N,,75号,,\N,\N\N,2,杭州市,23,淳安县,153,梓桐镇,4,98206159,75号,7928448,程家源村,98204927,石门塘自然村,\N,\N,98206159,75号,\N,\N,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇西园路4幢1单元501室,nan,杭州市,淳安县,千岛湖镇,,西园路,,\N\N,,4幢,,\N,501室\N\N,2,杭州市,23,淳安县,144,千岛湖镇,4,9030309,4幢1单元501室,47220252,西园路,\N,\N,\N,\N,9030309,4幢1单元501室,\N,\N,\N,\N,\N,\N,郑涵睿,错误,building_name回填消失，单元消失,算法待优化
杭州市淳安县大墅镇儒洪村余昌峙,nan,杭州市,淳安县,大墅镇,儒洪村, ,,\N\N,,,,\N,\N\N余昌峙,2,杭州市,23,淳安县,132,大墅镇,7,76631909,余昌峙,76512232,儒洪村,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,76631909,余昌峙,郑涵睿,正确,,
杭州市淳安县临岐镇合浦村15号,nan,杭州市,淳安县,临岐镇,合浦村, ,,\N\N,,15号,,\N,\N\N,2,杭州市,23,淳安县,5146,临岐镇,4,66692120,15号,66692032,合浦村,\N,\N,\N,\N,66692120,15号,\N,\N,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县大墅镇大市路13幢3单元101室,nan,杭州市,淳安县,大墅镇,,大市路,,\N\N,,13幢,,\N,101室\N\N,2,杭州市,23,淳安县,132,大墅镇,4,7601450,13幢3单元101室,77251206,大市路,\N,\N,\N,\N,7601450,13幢3单元101室,\N,\N,\N,\N,\N,\N,郑涵睿,错误,building_name回填消失，单元消失,算法待优化
杭州市淳安县千岛湖镇宕里村宕里自然村农居点20号西3楼301室,nan,杭州市,淳安县,千岛湖镇,宕里村, ,,宕里自然村 农居点,,20号,,3楼,西\N301室,2,杭州市,23,淳安县,144,千岛湖镇,7,121498484,301室,18112,宕里村,106768329,宕里自然村,121498444,农居点,121498470,20号西,\N,\N,121498480,3楼,121498484,301室,郑涵睿,正确,,
杭州市淳安县千岛湖镇火炉尖社区炉峰路小区29幢1单元3楼302,nan,杭州市,淳安县,千岛湖镇,火炉尖社区, ,,炉峰路小区 \N,,29幢,1单元,3楼,302,2,杭州市,23,淳安县,144,千岛湖镇,7,60779454,302,2525867,火炉尖社区,23760231,炉峰路小区,\N,\N,58660036,29幢,58660037,1单元,60779411,3楼,60779454,302,郑涵睿,正确,,
杭州市淳安县临岐镇文浦路7幢.1单元5楼,nan,杭州市,淳安县,临岐镇,,文浦路,,\N\N,,7幢.,1单元,5楼,.\N,2,杭州市,23,淳安县,5146,临岐镇,6,42105969,5楼,7642953,文浦路,\N,\N,\N,\N,42105902,7幢.,42105876,1单元,42105969,5楼,\N,\N,郑涵睿,正确,,
杭州市淳安县屏门乡秋源村秋源自然村114号,nan,杭州市,淳安县,屏门乡,秋源村, ,,秋源自然村 \N,,114号,,\N,\N\N,2,杭州市,23,淳安县,143,屏门乡,4,107228890,114号,17405,秋源村,107176044,秋源自然村,\N,\N,107228890,114号,\N,\N,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县文昌镇下潘村117号1楼,nan,杭州市,淳安县,文昌镇,下潘村, ,,\N\N,,117号,,1楼,\N\N,2,杭州市,23,淳安县,149,文昌镇,6,74082982,1楼,20199,下潘村,\N,\N,\N,\N,74082981,117号,\N,\N,74082982,1楼,\N,\N,郑涵睿,正确,,
