,detailedaddress,prefecture_id,prefecture_name,county_id,county_name,township_id,township_name,addresslevel,id,name,road_id,road_name,village_id,village_name,block_id,block_name,building_id,building_name,unit_id,unit_name,floor_id,floor_name,door_id,door_name,p_day,p_city
1249092,杭州市西湖区留下镇小和山社区小和山新苑新苑四区71# --- 82#,2,杭州市,19,西湖区,267,留下镇,4,5446147,71# --- 82#,2308970,小和山社区,5445672,小和山新苑,5445902,新苑四区,5446147,71# --- 82#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1249093,杭州市西湖区留下镇小和山社区小和山新苑新苑四区83# --- 98#商铺,2,杭州市,19,西湖区,267,留下镇,4,21442606,83# --- 98#商铺,2308970,小和山社区,5445672,小和山新苑,5445902,新苑四区,21442606,83# --- 98#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1249094,杭州市西湖区留下镇小和山社区小和山新苑新苑四区1# --- 8#商铺,2,杭州市,19,西湖区,267,留下镇,4,21442603,1# --- 8#商铺,2308970,小和山社区,5445672,小和山新苑,5445902,新苑四区,21442603,1# --- 8#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1249095,杭州市西湖区留下镇小和山社区小和山新苑新苑四区45# --- 56#,2,杭州市,19,西湖区,267,留下镇,4,5446255,45# --- 56#,2308970,小和山社区,5445672,小和山新苑,5445902,新苑四区,5446255,45# --- 56#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1249096,杭州市西湖区留下镇小和山社区小和山新苑新苑四区9# --- 20#,2,杭州市,19,西湖区,267,留下镇,4,5446140,9# --- 20#,2308970,小和山社区,5445672,小和山新苑,5445902,新苑四区,5446140,9# --- 20#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1249097,杭州市西湖区留下镇小和山社区小和山新苑新苑四区31# --- 44#,2,杭州市,19,西湖区,267,留下镇,4,5445903,31# --- 44#,2308970,小和山社区,5445672,小和山新苑,5445902,新苑四区,5445903,31# --- 44#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1249098,杭州市西湖区留下镇小和山社区小和山新苑新苑四区57# --- 70#,2,杭州市,19,西湖区,267,留下镇,4,5446264,57# --- 70#,2308970,小和山社区,5445672,小和山新苑,5445902,新苑四区,5446264,57# --- 70#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1249099,杭州市西湖区留下镇小和山社区小和山新苑新苑四区71# --- 82#商铺,2,杭州市,19,西湖区,267,留下镇,4,21442605,71# --- 82#商铺,2308970,小和山社区,5445672,小和山新苑,5445902,新苑四区,21442605,71# --- 82#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1249549,杭州市西湖区留下镇小和山社区新苑一区1# --- 10#,2,杭州市,19,西湖区,267,留下镇,4,2311852,1# --- 10#,2308970,小和山社区,\N,\N,2311851,新苑一区,2311852,1# --- 10#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1249550,杭州市西湖区留下镇小和山社区新苑一区33# --- 44#,2,杭州市,19,西湖区,267,留下镇,4,2311866,33# --- 44#,2308970,小和山社区,\N,\N,2311851,新苑一区,2311866,33# --- 44#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1249551,杭州市西湖区留下镇小和山社区新苑一区23# --- 32#,2,杭州市,19,西湖区,267,留下镇,4,2314855,23# --- 32#,2308970,小和山社区,\N,\N,2311851,新苑一区,2314855,23# --- 32#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1249552,杭州市西湖区留下镇小和山社区新苑一区11# --- 22#,2,杭州市,19,西湖区,267,留下镇,4,2311865,11# --- 22#,2308970,小和山社区,\N,\N,2311851,新苑一区,2311865,11# --- 22#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1253625,杭州市西湖区留下镇小和山社区小和山新苑6区9# --- 18#,2,杭州市,19,西湖区,267,留下镇,4,61265114,9# --- 18#,2308970,小和山社区,5445672,小和山新苑,61265113,6区,61265114,9# --- 18#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1253626,杭州市西湖区留下镇小和山社区小和山新苑四区83# --- 98#,2,杭州市,19,西湖区,267,留下镇,4,61258469,83# --- 98#,2308970,小和山社区,5445672,小和山新苑,61258468,四区,61258469,83# --- 98#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1257261,杭州市西湖区留下镇小和山社区新苑三区29# --- 38#,2,杭州市,19,西湖区,267,留下镇,4,2311831,29# --- 38#,2308970,小和山社区,\N,\N,2311823,新苑三区,2311831,29# --- 38#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1257262,杭州市西湖区留下镇小和山社区新苑三区7# --- 18#,2,杭州市,19,西湖区,267,留下镇,4,2311872,7# --- 18#,2308970,小和山社区,\N,\N,2311823,新苑三区,2311872,7# --- 18#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1257263,杭州市西湖区留下镇小和山社区新苑三区1# --- 6#,2,杭州市,19,西湖区,267,留下镇,4,2311824,1# --- 6#,2308970,小和山社区,\N,\N,2311823,新苑三区,2311824,1# --- 6#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1257264,杭州市西湖区留下镇小和山社区新苑三区39# --- 46#,2,杭州市,19,西湖区,267,留下镇,4,2314846,39# --- 46#,2308970,小和山社区,\N,\N,2311823,新苑三区,2314846,39# --- 46#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1257265,杭州市西湖区留下镇小和山社区新苑三区19# --- 28#,2,杭州市,19,西湖区,267,留下镇,4,2311828,19# --- 28#,2308970,小和山社区,\N,\N,2311823,新苑三区,2311828,19# --- 28#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1280988,杭州市西湖区留下镇小和山社区小和山新苑五区41# --- 44#,2,杭州市,19,西湖区,267,留下镇,4,61258467,41# --- 44#,2308970,小和山社区,5445672,小和山新苑,61258466,五区,61258467,41# --- 44#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288945,杭州市西湖区古荡街道益乐社区益乐南村小区二区5# --- 7#,2,杭州市,19,西湖区,264,古荡街道,4,5387699,二区5# --- 7#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387699,二区5# --- 7#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288947,杭州市西湖区古荡街道益乐社区益乐南村小区一区31# --- 33#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452840,一区31# --- 33#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452840,一区31# --- 33#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288948,杭州市西湖区古荡街道益乐社区益乐南村小区一区24# --- 26#,2,杭州市,19,西湖区,264,古荡街道,4,5387734,一区24# --- 26#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387734,一区24# --- 26#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288949,杭州市西湖区古荡街道益乐社区益乐南村小区一区27# --- 30#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452838,一区27# --- 30#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452838,一区27# --- 30#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288950,杭州市西湖区古荡街道益乐社区益乐南村小区二区52# --- 56#,2,杭州市,19,西湖区,264,古荡街道,4,5387701,二区52# --- 56#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387701,二区52# --- 56#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288951,杭州市西湖区古荡街道益乐社区益乐南村小区二区36# --- 39#,2,杭州市,19,西湖区,264,古荡街道,4,5387697,二区36# --- 39#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387697,二区36# --- 39#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288952,杭州市西湖区古荡街道益乐社区益乐南村小区一区17# --- 19#,2,杭州市,19,西湖区,264,古荡街道,4,5387713,一区17# --- 19#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387713,一区17# --- 19#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288953,杭州市西湖区古荡街道益乐社区益乐南村小区二区26# --- 28#,2,杭州市,19,西湖区,264,古荡街道,4,5387717,二区26# --- 28#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387717,二区26# --- 28#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288955,杭州市西湖区古荡街道益乐社区益乐南村小区一区31# --- 33#,2,杭州市,19,西湖区,264,古荡街道,4,5387738,一区31# --- 33#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387738,一区31# --- 33#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288956,杭州市西湖区古荡街道益乐社区益乐南村小区一区13# --- 16#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452814,一区13# --- 16#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452814,一区13# --- 16#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288958,杭州市西湖区古荡街道益乐社区益乐南村小区二区8# --- 11#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452810,二区8# --- 11#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452810,二区8# --- 11#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288961,杭州市西湖区古荡街道益乐社区益乐南村小区二区44# --- 48#,2,杭州市,19,西湖区,264,古荡街道,4,5387693,二区44# --- 48#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387693,二区44# --- 48#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288962,杭州市西湖区古荡街道益乐社区益乐南村小区一区38# --- 40#,2,杭州市,19,西湖区,264,古荡街道,4,5387742,一区38# --- 40#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387742,一区38# --- 40#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288963,杭州市西湖区古荡街道益乐社区益乐南村小区二区8# --- 11#,2,杭州市,19,西湖区,264,古荡街道,4,5387707,二区8# --- 11#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387707,二区8# --- 11#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288964,杭州市西湖区古荡街道益乐社区益乐南村小区一区48# --- 51#,2,杭州市,19,西湖区,264,古荡街道,4,5387747,一区48# --- 51#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387747,一区48# --- 51#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288965,杭州市西湖区古荡街道益乐社区益乐南村小区一区55# --- 60#,2,杭州市,19,西湖区,264,古荡街道,4,5387731,一区55# --- 60#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387731,一区55# --- 60#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288967,杭州市西湖区古荡街道益乐社区益乐南村小区二区44# --- 48#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452802,二区44# --- 48#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452802,二区44# --- 48#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288970,杭州市西湖区古荡街道益乐社区益乐南村小区二区57# --- 60#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452808,二区57# --- 60#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452808,二区57# --- 60#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288971,杭州市西湖区古荡街道益乐社区益乐南村小区二区36# --- 39#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452800,二区36# --- 39#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452800,二区36# --- 39#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288972,杭州市西湖区古荡街道益乐社区益乐南村小区一区34# --- 37#,2,杭州市,19,西湖区,264,古荡街道,4,5387740,一区34# --- 37#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387740,一区34# --- 37#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288973,杭州市西湖区古荡街道益乐社区益乐南村小区二区15# --- 18#,2,杭州市,19,西湖区,264,古荡街道,4,5387727,二区15# --- 18#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387727,二区15# --- 18#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288976,杭州市西湖区古荡街道益乐社区益乐南村小区一区7# --- 12#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452855,一区7# --- 12#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452855,一区7# --- 12#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288977,杭州市西湖区古荡街道益乐社区益乐南村小区一区1# --- 6#,2,杭州市,19,西湖区,264,古荡街道,4,5387709,一区1# --- 6#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387709,一区1# --- 6#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288978,杭州市西湖区古荡街道益乐社区益乐南村小区一区17# --- 19#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452835,一区17# --- 19#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452835,一区17# --- 19#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288980,杭州市西湖区古荡街道益乐社区益乐南村小区一区13# --- 16#,2,杭州市,19,西湖区,264,古荡街道,4,5387711,一区13# --- 16#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387711,一区13# --- 16#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288981,杭州市西湖区古荡街道益乐社区益乐南村小区一区20# --- 23#,2,杭州市,19,西湖区,264,古荡街道,4,5387715,一区20# --- 23#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387715,一区20# --- 23#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288982,杭州市西湖区古荡街道益乐社区益乐南村小区一区55# --- 60#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452853,一区55# --- 60#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452853,一区55# --- 60#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288983,杭州市西湖区古荡街道益乐社区益乐南村小区一区38# --- 40#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452843,一区38# --- 40#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452843,一区38# --- 40#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288984,杭州市西湖区古荡街道益乐社区益乐南村小区二区22# --- 25#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452789,二区22# --- 25#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452789,二区22# --- 25#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288986,杭州市西湖区古荡街道益乐社区益乐南村小区二区33# --- 35#,2,杭州市,19,西湖区,264,古荡街道,4,5387720,二区33# --- 35#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387720,二区33# --- 35#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288987,杭州市西湖区古荡街道益乐社区益乐南村小区一区34# --- 37#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452841,一区34# --- 37#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452841,一区34# --- 37#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288989,杭州市西湖区古荡街道益乐社区益乐南村小区二区12# --- 14#,2,杭州市,19,西湖区,264,古荡街道,4,5387725,二区12# --- 14#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387725,二区12# --- 14#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288990,杭州市西湖区古荡街道益乐社区益乐南村小区二区1# --- 4#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452669,二区1# --- 4#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452669,二区1# --- 4#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288991,杭州市西湖区古荡街道益乐社区益乐南村小区二区19# --- 21#,2,杭州市,19,西湖区,264,古荡街道,4,5387729,二区19# --- 21#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387729,二区19# --- 21#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288992,杭州市西湖区古荡街道益乐社区益乐南村小区二区49# --- 51#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452804,二区49# --- 51#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452804,二区49# --- 51#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288993,杭州市西湖区古荡街道益乐社区益乐南村小区一区24# --- 26#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452837,一区24# --- 26#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452837,一区24# --- 26#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288994,杭州市西湖区古荡街道益乐社区益乐南村小区二区29# --- 32#,2,杭州市,19,西湖区,264,古荡街道,4,5387719,二区29# --- 32#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387719,二区29# --- 32#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288995,杭州市西湖区古荡街道益乐社区益乐南村小区二区12# --- 14#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452670,二区12# --- 14#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452670,二区12# --- 14#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288997,杭州市西湖区古荡街道益乐社区益乐南村小区一区45# --- 47#,2,杭州市,19,西湖区,264,古荡街道,4,5387745,一区45# --- 47#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387745,一区45# --- 47#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1288999,杭州市西湖区古荡街道益乐社区益乐南村小区二区22# --- 25#,2,杭州市,19,西湖区,264,古荡街道,4,5387721,二区22# --- 25#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387721,二区22# --- 25#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289000,杭州市西湖区古荡街道益乐社区益乐南村小区一区41# --- 44#,2,杭州市,19,西湖区,264,古荡街道,4,5387743,一区41# --- 44#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387743,一区41# --- 44#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289001,杭州市西湖区古荡街道益乐社区益乐南村小区二区1# --- 4#,2,杭州市,19,西湖区,264,古荡街道,4,5387723,二区1# --- 4#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387723,二区1# --- 4#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289003,杭州市西湖区古荡街道益乐社区益乐南村小区二区19# --- 21#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452787,二区19# --- 21#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452787,二区19# --- 21#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289005,杭州市西湖区古荡街道益乐社区益乐南村小区二区57# --- 60#,2,杭州市,19,西湖区,264,古荡街道,4,5387703,二区57# --- 60#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387703,二区57# --- 60#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289007,杭州市西湖区古荡街道益乐社区益乐南村小区二区15# --- 18#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452785,二区15# --- 18#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452785,二区15# --- 18#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289008,杭州市西湖区古荡街道益乐社区益乐南村小区一区1# --- 6#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452813,一区1# --- 6#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452813,一区1# --- 6#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289009,杭州市西湖区古荡街道益乐社区益乐南村小区一区52# --- 54#,2,杭州市,19,西湖区,264,古荡街道,4,5387749,一区52# --- 54#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387749,一区52# --- 54#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289010,杭州市西湖区古荡街道益乐社区益乐南村小区一区52# --- 54#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452850,一区52# --- 54#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452850,一区52# --- 54#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289013,杭州市西湖区古荡街道益乐社区益乐南村小区二区49# --- 51#,2,杭州市,19,西湖区,264,古荡街道,4,5387695,二区49# --- 51#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387695,二区49# --- 51#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289014,杭州市西湖区古荡街道益乐社区益乐南村小区二区26# --- 28#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452791,二区26# --- 28#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452791,二区26# --- 28#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289016,杭州市西湖区古荡街道益乐社区益乐南村小区二区40# --- 43#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452798,二区40# --- 43#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452798,二区40# --- 43#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289017,杭州市西湖区古荡街道益乐社区益乐南村小区二区29# --- 32#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452793,二区29# --- 32#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452793,二区29# --- 32#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289018,杭州市西湖区古荡街道益乐社区益乐南村小区一区48# --- 51#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452848,一区48# --- 51#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452848,一区48# --- 51#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289021,杭州市西湖区古荡街道益乐社区益乐南村小区二区5# --- 7#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452805,二区5# --- 7#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452805,二区5# --- 7#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289022,杭州市西湖区古荡街道益乐社区益乐南村小区二区33# --- 35#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452796,二区33# --- 35#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452796,二区33# --- 35#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289024,杭州市西湖区古荡街道益乐社区益乐南村小区一区27# --- 30#,2,杭州市,19,西湖区,264,古荡街道,4,5387736,一区27# --- 30#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387736,一区27# --- 30#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289025,杭州市西湖区古荡街道益乐社区益乐南村小区一区7# --- 12#,2,杭州市,19,西湖区,264,古荡街道,4,5387732,一区7# --- 12#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387732,一区7# --- 12#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289026,杭州市西湖区古荡街道益乐社区益乐南村小区一区45# --- 47#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452846,一区45# --- 47#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452846,一区45# --- 47#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289028,杭州市西湖区古荡街道益乐社区益乐南村小区一区20# --- 23#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452836,一区20# --- 23#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452836,一区20# --- 23#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289029,杭州市西湖区古荡街道益乐社区益乐南村小区一区41# --- 44#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452845,一区41# --- 44#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452845,一区41# --- 44#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289030,杭州市西湖区古荡街道益乐社区益乐南村小区二区40# --- 43#,2,杭州市,19,西湖区,264,古荡街道,4,5387706,二区40# --- 43#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387706,二区40# --- 43#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289033,杭州市西湖区古荡街道益乐社区益乐南村小区二区52# --- 56#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452807,二区52# --- 56#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452807,二区52# --- 56#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1368648,杭州市西湖区留下镇小和山社区小和山新苑新苑一区33# --- 44#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423602,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445775,新苑一区,21442593,33# --- 44#商铺,\N,\N,\N,\N,25423602,（CTT-高新）,20220601.0,2.0
1368649,杭州市西湖区留下镇小和山社区小和山新苑新苑五区37# --- 40#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423646,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445674,新苑五区,21442609,37# --- 40#商铺,\N,\N,\N,\N,25423646,（CTT-高新）,20220601.0,2.0
1374891,杭州市西湖区古荡街道益乐社区益乐南村小区一区17# --- 19#（正）,2,杭州市,19,西湖区,264,古荡街道,7,44422660,（正）,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387713,一区17# --- 19#,\N,\N,\N,\N,44422660,（正）,20220601.0,2.0
1375461,杭州市西湖区留下镇小和山社区小和山新苑新苑四区31# --- 44#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25380589,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445902,新苑四区,5445903,31# --- 44#,\N,\N,\N,\N,25380589,(CTT-高新),20220601.0,2.0
1375462,杭州市西湖区留下镇小和山社区小和山新苑新苑五区37# --- 40#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25380639,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445674,新苑五区,5445914,37# --- 40#,\N,\N,\N,\N,25380639,(CTT-高新),20220601.0,2.0
1375463,杭州市西湖区留下镇小和山社区小和山新苑新苑四区9# --- 20#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25378324,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445902,新苑四区,5446140,9# --- 20#,\N,\N,\N,\N,25378324,(CTT-高新),20220601.0,2.0
1379898,杭州市西湖区古荡街道益乐社区益乐南村小区一区20# --- 23#商铺（正）,2,杭州市,19,西湖区,264,古荡街道,7,44424915,（正）,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452836,一区20# --- 23#商铺,\N,\N,\N,\N,44424915,（正）,20220601.0,2.0
1379931,杭州市西湖区留下镇小和山社区小和山新苑新苑三区7# --- 18#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423609,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445859,新苑三区,21442617,7# --- 18#商铺,\N,\N,\N,\N,25423609,（CTT-高新）,20220601.0,2.0
1379932,杭州市西湖区留下镇小和山社区小和山新苑新苑四区83# --- 98#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423643,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445902,新苑四区,21442606,83# --- 98#商铺,\N,\N,\N,\N,25423643,（CTT-高新）,20220601.0,2.0
1379933,杭州市西湖区留下镇小和山社区小和山新苑新苑五区33# --- 36#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423596,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445674,新苑五区,21442590,33# --- 36#商铺,\N,\N,\N,\N,25423596,（CTT-高新）,20220601.0,2.0
